"Word","Changed","score_test"
"passages","aaegpsss",100
"savagest","aaegsstv",100
"gateway","aaegtwy",100
"getaway","aaegtwy",100
"Anaheim","aaehimn",100
"Athenian","aaehinnt",100
"Sheratan","aaehnrst",100
"hyaenas","aaehnsy",100
"harasses","aaehrsss",100
"Hatteras","aaehrstt",100
"hearsay","aaehrsy",100
"apiaries","aaeiiprs",100
"aviaries","aaeiirsv",100
"Laramie","aaeilmr",100
"malaise","aaeilms",100
"Aleutian","aaeilntu",100
"arterial","aaeilrrt",100
"salaries","aaeilrss",100
"Valarie","aaeilrv",100
"Valeria","aaeilrv",100
"Annmarie","aaeimnnr",100
"Armenian","aaeimnnr",100
"Marianne","aaeimnnr",100
"marinate","aaeimnrt",100
"animates","aaeimnst",100
"Antietam","aaeimntt",100
"Maserati","aaeimrst",100
"Marietta","aaeimrtt",100
"Eurasians","aaeinrssu",100
"spiraeas","aaeiprss",100
"aspirate","aaeiprst",100
"parasite","aaeiprst",100
"Tameka","aaekmt",100
"awaken","aaeknw",100
"awakes","aaeksw",100
"lateral","aaellrt",100
"Ameslan","aaelmns",100
"Manuela","aaelmnu",100
"alumnae","aaelmnu",100
"oatmeal","aaelmot",100
"Pamela","aaelmp",100
"tamales","aaelmst",100
"neonatal","aaelnnot",100
"seasonal","aaelnoss",100
"arsenals","aaelnrss",100
"sealants","aaelnsst",100
"Atlantes","aaelnstt",100
"aureolas","aaelorsu",100
"appeal","aaelpp",100
"palates","aaelpst",100
"plateau","aaelptu",100
"automate","aaemottu",100
"armature","aaemrrtu",100
"amateurs","aaemrstu",100
"amazes","aaemsz",100
"annotates","aaennostt",100
"anapests","aaenpsst",100
"peasants","aaenpsst",100
"unawares","aaenrsuw",100
"apostate","aaeopstt",100
"appears","aaepprs",100
"parapet","aaepprt",100
"saturates","aaerssttu",100
"earwax","aaerwx",100
"seaways","aaesswy",100
"affairs","aaffirs",100
"affray","aaffry",100
"Afghans","aafghns",100
"afghans","aafghns",100
"fragrant","aafgnrrt",100
"Farragut","aafgrrtu",100
"Isfahan","aafhins",100
"Faustian","aafinstu",100
"parfait","aafiprt",100
"kaftan","aafknt",100
"fantasy","aafnsty",100
"agitating","aaggiintt",100
"managing","aaggimnn",100
"arranging","aagginnrr",100
"ravaging","aagginrv",100
"assuaging","aagginssu",100
"savaging","aagginsv",100
"gangway","aaggnwy",100
"Ghanians","aaghinns",100
"hangman","aaghmnn",100
"Tangshan","aaghnnst",100
"Vaughan","aaghnuv",100
"quahaug","aaghqu",100
"aliasing","aagiilns",100
"Paganini","aagiinnp",100
"attaining","aagiinntt",100
"agitation","aagiinott",100
"satiating","aagiinstt",100
"awaiting","aagiintw",100
"Izanagi","aagiinz",100
"Galvani","aagilnv",100
"vaginal","aagilnv",100
"amassing","aagimnss",100
"stigmata","aagimstt",100
"narrating","aaginnrrt",100
"arraying","aaginrry",100
"assaying","aaginssy",100
"gainsays","aaginssy",100
"agitators","aagiorstt",100
"Agrippa","aagippr",100
"Agassiz","aagissz",100
"jaguars","aagjrsu",100
"Gujarat","aagjrtu",100
"gallant","aagllnt",100
"Angolans","aaglnnos",100
"analogy","aaglnoy",100
"granular","aaglnrru",100
"Rolvaag","aaglorv",100
"grammar","aagmmrr",100
"Magyars","aagmrsy",100
"orangutan","aagnnortu",100
"paragons","aagnoprs",100
"tarragons","aagnorrst",100
"guarantor","aagnorrtu",100
"vagrants","aagnrstv",100
"guaranty","aagnrtuy",100
"Haitians","aahiinst",100
"Tahitian","aahiintt",100
"Latisha","aahilst",100
"Ahriman","aahimnr",100
"Marathi","aahimrt",100
"Mathias","aahimst",100
"piranha","aahinpr",100
"Shavian","aahinsv",100
"pariahs","aahiprs",100
"Parthia","aahiprt",100
"Havarti","aahirtv",100
"rajahs","aahjrs",100
"Nahuatl","aahlntu",100
"alphas","aahlps",100
"Hartman","aahmnrt",100
"shamans","aahmnss",100
"ashrams","aahmrss",100
"hosannas","aahnnoss",100
"Navahos","aahnosv",100
"apathy","aahpty",100
"ashtray","aahrsty",100
"sashays","aahsssy",100
"Liliana","aaiilln",100
"airmail","aaiilmr",100
"Italians","aaiilnst",100
"Alistair","aaiilrst",100
"maintain","aaiimnnt",100
"Arianism","aaiimnrs",100
"Maritain","aaiimnrt",100
"Unitarian","aaiinnrtu",100
"aviation","aaiinotv",100
"Parisian","aaiinprs",100
"Zairian","aaiinrz",100
"wistaria","aaiirstw",100
"Juanita","aaijntu",100
"Tijuana","aaijntu",100
"Katmai","aaikmt",100
"Tamika","aaikmt",100
"Kantian","aaiknnt",100
"Katrina","aaiknrt",100
"Izaak","aaikz",100
"Malians","aailmns",100
"Manilas","aailmns",100
"animals","aailmns",100
"Somalia","aailmos",100
"impala","aailmp",100
"Martial","aailmrt",100
"marital","aailmrt",100
"martial","aailmrt",100
"Salamis","aailmss",100
"salamis","aailmss",100
"Malawi","aailmw",100
"national","aailnnot",100
"Pianola","aailnop",100
"rational","aailnort",100
"Laotians","aailnost",100
"Naipaul","aailnpu",100
"Atlantis","aailnstt",100
"Latvian","aailntv",100
"valiant","aailntv",100
"partial","aailprt",100
"spatial","aailpst",100
"arrival","aailrrv",100
"travail","aailrtv",100
"wassail","aailssw",100
"ammonia","aaimmno",100
"miasmas","aaimmss",100
"Romanian","aaimnnor",100
"animator","aaimnort",100
"Roumania","aaimnoru",100
"trimaran","aaimnrrt",100
"Martians","aaimnrst",100
"Satanism","aaimnsst",100
"mantissa","aaimnsst",100
"satanism","aaimnsst",100
"Moravia","aaimorv",100
"Amritsar","aaimrrst",100
"atavism","aaimstv",100
"narration","aainnorrt",100
"Tarantino","aainnortt",100
"Arizona","aainorz",100
"aspirant","aainprst",100
"partisan","aainprst",100
"quatrain","aainqrt",100
"Austrians","aainrsstu",100
"Assyrian","aainrssy",100
"variants","aainrstv",100
"sanitary","aainrsty",100
"tzarina","aainrtz",100
"assassins","aainsssss",100
"assistant","aainssstt",100
"aviators","aaiorstv",100
"Aquarius","aaiqrsu",100
"aquavit","aaiqtv",100
"airways","aairswy",100
"Jamal","aajlm",100
"Navajo","aajnov",100
"japans","aajnps",100
"Japura","aajpru",100
"koalas","aaklos",100
"Lakota","aaklot",100
"Lusaka","aaklsu",100
"Kayla","aakly",100
"Amtrak","aakmrt",100
"Kansans","aaknnss",100
"anoraks","aaknors",100
"Kazan","aaknz",100
"parkas","aakprs",100
"llamas","aallms",100
"larval","aallrv",100
"allays","aallsy",100
"napalm","aalmnp",100
"manuals","aalmnsu",100
"layman","aalmny",100
"plasma","aalmps",100
"Malays","aalmsy",100
"Almaty","aalmty",100
"Latonya","aalnoty",100
"naturals","aalnrstu",100
"sultanas","aalnsstu",100
"Tantalus","aalnsttu",100
"analyst","aalnsty",100
"Aztlan","aalntz",100
"parasol","aaloprs",100
"Lazaro","aalorz",100
"avowal","aalovw",100
"appals","aalpps",100
"parlay","aalpry",100
"spatula","aalpstu",100
"plaza","aalpz",100
"assaults","aalssstu",100
"vassals","aalsssv",100
"always","aalswy",100
"mammas","aammms",100
"Montanan","aamnnnot",100
"Maryann","aamnnry",100
"anatomy","aamnoty",100
"Amazon","aamnoz",100
"amazon","aamnoz",100
"rampant","aamnprt",100
"sampans","aamnpss",100
"Mauryan","aamnruy",100
"samovar","aamorsv",100
"amatory","aamorty",100
"Zamora","aamorz",100
"pampas","aampps",100
"rampart","aamprrt",100
"narrators","aanorrrst",100
"astronaut","aanorsttu",100
"Spartans","aanprsst",100
"warrants","aanrrstw",100
"runaway","aanruwy",100
"stanzas","aansstz",100
"anyway","aanwyy",100
"papaws","aappsw",100
"Zappa","aappz",100
"rattraps","aaprrstt",100
"Spaatz","aapstz",100
"statuary","aarsttuy",100
"babblers","abbbelrs",100
"babbling","abbbgiln",100
"blabbing","abbbgiln",100
"barbecue","abbceeru",100
"cribbage","abbcegir",100
"crabbier","abbceirr",100
"scabbier","abbceirs",100
"crabbing","abbcginr",100
"scabbing","abbcgins",100
"rehabbed","abbdeehr",100
"dabblers","abbdelrs",100
"dabbling","abbdgiln",100
"birdbath","abbdhirt",100
"bombards","abbdmors",100
"Bradbury","abbdrruy",100
"barbeque","abbeeqr",100
"barbering","abbeginrr",100
"shabbier","abbehirs",100
"bathrobe","abbehort",100
"jabbers","abbejrs",100
"barbell","abbellr",100
"bramble","abbelmr",100
"belabors","abbelors",100
"absorbent","abbenorst",100
"browbeat","abbeortw",100
"barberry","abberrry",100
"flabby","abbfly",100
"gabbling","abbggiln",100
"rabbiting","abbgiinrt",100
"jabbing","abbgijn",100
"slabbing","abbgilns",100
"absorbing","abbginors",100
"stabbings","abbginsst",100
"swabbing","abbginsw",100
"babyish","abbhisy",100
"rhubarbs","abbhrrsu",100
"bathtubs","abbhsttu",100
"bobtails","abbilost",100
"babysits","abbissty",100
"Burbank","abbknru",100
"Babylon","abblnoy",100
"suburbans","abbnrssuu",100
"Rebecca","abcceer",100
"acerbic","abcceir",100
"tobacco","abccoot",100
"brocaded","abcddeor",100
"abducted","abcddetu",100
"beached","abcdeeh",100
"debacle","abcdeel",100
"birdcage","abcdegir",100
"batched","abcdeht",100
"debauch","abcdehu",100
"diabetic","abcdeiit",100
"ascribed","abcdeirs",100
"carbides","abcdeirs",100
"backed","abcdek",100
"brocades","abcdeors",100
"catbirds","abcdirst",100
"absconds","abcdnoss",100
"abductor","abcdortu",100
"Bergerac","abceegrr",100
"beaches","abceehs",100
"Beatrice","abceeirt",100
"embrace","abceemr",100
"Cabernet","abceenrt",100
"absences","abceenss",100
"Hebraic","abcehir",100
"bleach","abcehl",100
"batches","abcehst",100
"caliber","abceilr",100
"amoebic","abceimo",100
"Cimabue","abceimu",100
"carbines","abceinrs",100
"cabinets","abceinst",100
"incubate","abceintu",100
"aerobics","abceiors",100
"ascribes","abceirss",100
"abject","abcejt",100
"backer","abcekr",100
"becalm","abcelm",100
"curable","abcelru",100
"cambers","abcemrs",100
"cabooses","abceooss",100
"fabrics","abcfirs",100
"confabs","abcfnos",100
"cabling","abcgiln",100
"scubaing","abcginsu",100
"scumbag","abcgmsu",100
"cohabit","abchiot",100
"blanch","abchln",100
"hubcap","abchpu",100
"iambics","abciims",100
"Scriabin","abciinrs",100
"Curitiba","abciirtu",100
"Jacobi","abcijo",100
"caribous","abciorsu",100
"bivouac","abciouv",100
"Jacobs","abcjos",100
"Black","abckl",100
"black","abckl",100
"Backus","abcksu",100
"combats","abcmost",100
"crossbar","abcorrss",100
"crowbar","abcorrw",100
"scabrous","abcorssu",100
"carboys","abcorsy",100
"boxcar","abcorx",100
"subtract","abcrsttu",100
"disbanded","abdddeins",100
"beheaded","abddeeeh",100
"deathbed","abddeeht",100
"broadened","abddeenor",100
"bedsteads","abddeesst",100
"disabled","abddeils",100
"broadside","abddeiors",100
"sideboard","abddeiors",100
"disbarred","abddeirrs",100
"disabused","abddeissu",100
"deadbolt","abddelot",100
"bladders","abddelrs",100
"unbranded","abddennru",100
"Bradford","abddforr",100
"oddball","abddllo",100
"beavered","abdeeerv",100
"bereaved","abdeeerv",100
"feedbags","abdeefgs",100
"gaberdine","abdeeginr",100
"Belgrade","abdeeglr",100
"bonehead","abdeehno",100
"breathed","abdeehrt",100
"Bethesda","abdeehst",100
"behaved","abdeehv",100
"editable","abdeeilt",100
"Bernadine","abdeeinnr",100
"beatitude","abdeeittu",100
"labeled","abdeell",100
"Denebola","abdeelno",100
"barreled","abdeelrr",100
"belayed","abdeely",100
"bemoaned","abdeemno",100
"bartender","abdeenrrt",100
"redbreast","abdeerrst",100
"waterbed","abdeertw",100
"betrayed","abdeerty",100
"flatbed","abdeflt",100
"badgering","abdegginr",100
"debarring","abdeginrr",100
"gambled","abdeglm",100
"Bundestag","abdegnstu",100
"banished","abdehins",100
"halberd","abdehlr",100
"Dushanbe","abdehnsu",100
"abhorred","abdehorr",100
"harbored","abdehorr",100
"breadths","abdehrst",100
"subheads","abdehssu",100
"diatribes","abdeiirst",100
"bipedal","abdeilp",100
"piebald","abdeilp",100
"disables","abdeilss",100
"audibles","abdeilsu",100
"dutiable","abdeiltu",100
"Drambuie","abdeimru",100
"unbiassed","abdeinssu",100
"obviated","abdeiotv",100
"vibrated","abdeirtv",100
"disabuses","abdeisssu",100
"bawdiest","abdeistw",100
"abjured","abdejru",100
"balked","abdekl",100
"debarks","abdekrs",100
"marbled","abdelmr",100
"rambled","abdelmr",100
"bedlams","abdelms",100
"baldness","abdelnss",100
"blandest","abdelnst",100
"brawled","abdelrw",100
"warbled","abdelrw",100
"Bradley","abdelry",100
"blazed","abdelz",100
"mamboed","abdemmo",100
"Doberman","abdemnor",100
"abdomens","abdemnos",100
"Bermudas","abdemrsu",100
"broadness","abdenorss",100
"rawboned","abdenorw",100
"eastbound","abdenostu",100
"downbeat","abdenotw",100
"probated","abdeoprt",100
"Peabody","abdeopy",100
"wardrobe","abdeorrw",100
"Budapest","abdepstu",100
"absurdest","abdersstu",100
"abridging","abdggiinr",100
"Bridgman","abdgimnr",100
"abounding","abdginnou",100
"bandying","abdginny",100
"Brigadoon","abdginoor",100
"signboard","abdginors",100
"windbags","abdginsw",100
"ladybug","abdgluy",100
"brandish","abdhinrs",100
"husbands","abdhnssu",100
"Baldwin","abdilnw",100
"tabloids","abdilost",100
"audibly","abdiluy",100
"Trobriand","abdinorrt",100
"antibody","abdinoty",100
"banditry","abdinrty",100
"upbraids","abdiprsu",100
"Ayyubid","abdiuyy",100
"baldly","abdlly",100
"Lombard","abdlmor",100
"broadly","abdlory",100
"durably","abdlruy",100
"bondsman","abdmnnos",100
"boundary","abdnoruy",100
"sandbox","abdnosx",100
"anybody","abdnoyy",100
"standbys","abdnssty",100
"freebase","abeeefrs",100
"eggbeater","abeeeggrt",100
"beverage","abeeegrv",100
"Lebanese","abeeelns",100
"absentees","abeeensst",100
"bereaves","abeeersv",100
"forebear","abeeforr",100
"verbiage","abeegirv",100
"banshees","abeehnss",100
"breather","abeehrrt",100
"breathes","abeehrst",100
"behaves","abeehsv",100
"inebriate","abeeiinrt",100
"Balinese","abeeilns",100
"baseline","abeeilns",100
"blearier","abeeilrr",100
"liberate","abeeilrt",100
"brassiere","abeeirrss",100
"batteries","abeeirstt",100
"betaken","abeeknt",100
"breaker","abeekrr",100
"beakers","abeekrs",100
"betakes","abeekst",100
"relabel","abeellr",100
"earlobes","abeelors",100
"equable","abeelq",100
"reusable","abeelrsu",100
"baseless","abeelsss",100
"sublease","abeelssu",100
"settable","abeelstt",100
"testable","abeelstt",100
"Beasley","abeelsy",100
"basement","abeemnst",100
"barrenest","abeenrrst",100
"verbenas","abeenrsv",100
"overbear","abeeorrv",100
"beauteous","abeeostuu",100
"barrettes","abeerrstt",100
"vertebra","abeerrtv",100
"betrayer","abeerrty",100
"terabyte","abeertty",100
"baffle","abeffl",100
"offbeat","abeffot",100
"behalf","abefhl",100
"friable","abefilr",100
"fibulae","abefilu",100
"beatify","abefity",100
"befall","abefll",100
"baneful","abeflnu",100
"Belfast","abeflst",100
"barefoot","abefoort",100
"forbears","abeforrs",100
"Beaufort","abefortu",100
"prefabs","abefprs",100
"beggaring","abeggginr",100
"bagginess","abegginss",100
"gigabyte","abeggity",100
"Maghreb","abeghmr",100
"shebangs","abeghnss",100
"aborigine","abegiinor",100
"enabling","abegilnn",100
"Belgians","abegilns",100
"bleating","abegilnt",100
"tangible","abegilnt",100
"obligate","abegilot",100
"bantering","abeginnrt",100
"absenting","abeginnst",100
"battening","abeginntt",100
"bartering","abeginrrt",100
"breasting","abeginrst",100
"battering","abeginrtt",100
"bewaring","abeginrw",100
"bagpipe","abegipp",100
"gambler","abeglmr",100
"gambles","abeglms",100
"gearbox","abegorx",100
"gazebos","abegosz",100
"Hibernia","abehiinr",100
"Bohemia","abehimo",100
"banishes","abehinss",100
"absinthe","abehinst",100
"Bentham","abehmnt",100
"sunbathe","abehnstu",100
"Bethany","abehnty",100
"brashest","abehrsst",100
"breathy","abehrty",100
"biennial","abeiilnn",100
"Liberian","abeiilnr",100
"brainiest","abeiinrst",100
"beatnik","abeiknt",100
"Braille","abeillr",100
"braille","abeillr",100
"liberal","abeillr",100
"Maribel","abeilmr",100
"balmier","abeilmr",100
"biplane","abeilnp",100
"lesbians","abeilnss",100
"suitable","abeilstu",100
"bewails","abeilsw",100
"Bannister","abeinnrst",100
"bannister","abeinnrst",100
"abstinent","abeinnstt",100
"baritones","abeinorst",100
"obstinate","abeinostt",100
"brawnier","abeinrrw",100
"banisters","abeinrsst",100
"bassinets","abeinssst",100
"abortive","abeiortv",100
"Beauvoir","abeioruv",100
"obviates","abeiostv",100
"Baptiste","abeipstt",100
"barrister","abeirrrst",100
"bizarre","abeirrz",100
"brazier","abeirrz",100
"brassiest","abeirssst",100
"brattiest","abeirsttt",100
"vibrates","abeirstv",100
"bestiary","abeirsty",100
"sybarite","abeirsty",100
"attribute","abeirtttu",100
"Beatrix","abeirtx",100
"Beatriz","abeirtz",100
"bauxite","abeitux",100
"banjoes","abejnos",100
"abjures","abejrsu",100
"embark","abekmr",100
"bankers","abeknrs",100
"barkers","abekrrs",100
"bakery","abekry",100
"baskets","abeksst",100
"Tarbell","abellrt",100
"rubella","abellru",100
"ballets","abellst",100
"embalm","abelmm",100
"lambent","abelmnt",100
"albumen","abelmnu",100
"rambler","abelmrr",100
"marbles","abelmrs",100
"rambles","abelmrs",100
"Lambert","abelmrt",100
"mutable","abelmtu",100
"notables","abelnost",100
"baloney","abelnoy",100
"blarney","abelnry",100
"unstable","abelnstu",100
"unusable","abelnsuu",100
"potable","abelopt",100
"laborers","abelorrs",100
"absolute","abelostu",100
"absolve","abelosv",100
"brawler","abelrrw",100
"warbler","abelrrw",100
"blasters","abelrsst",100
"baluster","abelrstu",100
"verbals","abelrsv",100
"warbles","abelrsw",100
"Bartlett","abelrttt",100
"rebuttal","abelrttu",100
"blazer","abelrz",100
"stablest","abelsstt",100
"beastly","abelsty",100
"blazes","abelsz",100
"byelaw","abelwy",100
"Beaumont","abemnotu",100
"sunbeams","abemnssu",100
"abutment","abemnttu",100
"embassy","abemssy",100
"subpoena","abenopsu",100
"soybeans","abenossy",100
"bayonets","abenosty",100
"banquets","abenqst",100
"brazens","abenrsz",100
"probates","abeoprst",100
"saboteurs","abeorsstu",100
"abrupter","abeprrtu",100
"bravery","aberrvy",100
"substrate","aberssttu",100
"arbutuses","abersstuu",100
"bureaux","aberuux",100
"Bayeux","abeuxy",100
"fibulas","abfilsu",100
"Balfour","abfloru",100
"garbling","abggilnr",100
"toboggans","abggnoost",100
"Brigham","abghimr",100
"Hamburg","abghmru",100
"alibiing","abgiiiln",100
"bigamist","abgiimst",100
"obtaining","abgiinnot",100
"banking","abgiknn",100
"barking","abgiknr",100
"braking","abgiknr",100
"basking","abgikns",100
"balling","abgilln",100
"ambling","abgilmn",100
"blaming","abgilmn",100
"lambing","abgilmn",100
"Bulganin","abgilnnu",100
"laboring","abgilnor",100
"bloating","abgilnot",100
"blasting","abgilnst",100
"stabling","abgilnst",100
"battling","abgilntt",100
"bawling","abgilnw",100
"rumbaing","abgimnru",100
"bigamous","abgimosu",100
"unbarring","abginnrru",100
"gambols","abglmos",100
"lumbago","abglmou",100
"longboat","abglnoot",100
"burglars","abglrrsu",100
"inhabits","abhiinst",100
"hobnail","abhilno",100
"abolish","abhilos",100
"halibut","abhiltu",100
"Brahmin","abhimnr",100
"phobias","abhiops",100
"airbrush","abhirrsu",100
"Bhopal","abhlop",100
"bushman","abhmnsu",100
"washtub","abhstuw",100
"bulimia","abiilmu",100
"libation","abiilnot",100
"sibilant","abiilnst",100
"Bolivia","abiilov",100
"ability","abiilty",100
"ambition","abiimnot",100
"Ojibwa","abijow",100
"Kublai","abiklu",100
"akimbo","abikmo",100
"Bakunin","abiknnu",100
"albumin","abilmnu",100
"oblation","abilnoot",100
"ablution","abilnotu",100
"tribunal","abilnrtu",100
"Istanbul","abilnstu",100
"Libyans","abilnsy",100
"bipolar","abilopr",100
"parboil","abilopr",100
"orbitals","abilorst",100
"Bolivar","abilorv",100
"bailouts","abilostu",100
"library","abilrry",100
"Brazil","abilrz",100
"baptism","abimpst",100
"Bostonian","abinnoost",100
"Brownian","abinnorw",100
"abortions","abinoorst",100
"Pinatubo","abinoptu",100
"rainbows","abinorsw",100
"botanists","abinosstt",100
"Brittany","abinrtty",100
"urbanity","abinrtuy",100
"vibrator","abiorrtv",100
"vibratos","abiorstv",100
"obituary","abiortuy",100
"Baptists","abipsstt",100
"baptists","abipsstt",100
"Banjul","abjlnu",100
"Punjab","abjnpu",100
"blanks","abklns",100
"balky","abkly",100
"kaboom","abkmoo",100
"Brokaw","abkorw",100
"balloon","abllnoo",100
"ballots","abllost",100
"ballsy","abllsy",100
"aplomb","ablmop",100
"Pablum","ablmpu",100
"notably","ablnoty",100
"blazon","ablnoz",100
"subtotal","ablosttu",100
"bylaws","ablswy",100
"barrooms","abmoorrs",100
"wombats","abmostw",100
"runabouts","abnorstuu",100
"turnabout","abnorttuu",100
"rowboats","aboorstw",100
"subways","abssuwy",100
"byways","abswyy",100
"abuzz","abuzz",100
"acceded","accddee",100
"cadence","accdeen",100
"accedes","accdees",100
"cached","accdeh",100
"Candice","accdein",100
"caducei","accdeiu",100
"accrued","accderu",100
"accused","accdesu",100
"accords","accdors",100
"Chance","accehn",100
"chance","accehn",100
"caches","accehs",100
"cachet","acceht",100
"cocaine","acceino",100
"oceanic","acceino",100
"icecap","acceip",100
"ipecac","acceip",100
"ascetic","acceist",100
"cancel","acceln",100
"Meccas","accems",100
"meccas","accems",100
"Cancers","accenrs",100
"cancers","accenrs",100
"accents","accenst",100
"Cocteau","acceotu",100
"accept","accept",100
"scarcer","accerrs",100
"accrues","accersu",100
"accuser","accersu",100
"accuses","accessu",100
"cognacs","accgnos",100
"sciatic","acciist",100
"calico","accilo",100
"lactic","accilt",100
"McCain","accimn",100
"Corsica","acciors",100
"arctics","accirst",100
"tactics","accistt",100
"caustic","accistu",100
"crack","acckr",100
"raccoon","accnoor",100
"contact","accnott",100
"account","accnotu",100
"accosts","accosst",100
"accurst","accrstu",100
"curacy","accruy",100
"yuccas","accsuy",100
"addicted","acdddeit",100
"deceased","acddeees",100
"defaced","acddeef",100
"dedicate","acddeeit",100
"ascended","acddeens",100
"decadent","acddeent",100
"decanted","acddeent",100
"Sadducee","acddeesu",100
"educated","acddeetu",100
"decayed","acddeey",100
"Cheddar","acddehr",100
"cheddar","acddehr",100
"riddance","acddeinr",100
"dictated","acddeitt",100
"candled","acddeln",100
"cradled","acddelr",100
"scalded","acddels",100
"crusaded","acddersu",100
"traduced","acddertu",100
"adducing","acddginu",100
"caddish","acddhis",100
"discards","acddirss",100
"careened","acdeeenr",100
"careered","acdeeerr",100
"decrease","acdeeers",100
"deceases","acdeeess",100
"defaces","acdeefs",100
"faceted","acdeeft",100
"reached","acdeehr",100
"cheated","acdeeht",100
"audience","acdeeinu",100
"cleaned","acdeeln",100
"cleared","acdeelr",100
"declare","acdeelr",100
"menaced","acdeemn",100
"creamed","acdeemr",100
"anecdote","acdeenot",100
"cantered","acdeenrt",100
"decanter","acdeenrt",100
"recanted","acdeenrt",100
"decorate","acdeeort",100
"Acevedo","acdeeov",100
"capered","acdeepr",100
"escaped","acdeeps",100
"cratered","acdeerrt",100
"retraced","acdeerrt",100
"terraced","acdeerrt",100
"caressed","acdeerss",100
"educates","acdeestu",100
"chafed","acdefh",100
"fancied","acdefin",100
"scarfed","acdefrs",100
"crafted","acdefrt",100
"changed","acdeghn",100
"charged","acdeghr",100
"guidance","acdeginu",100
"disgrace","acdegirs",100
"clanged","acdegln",100
"glanced","acdegln",100
"chained","acdehin",100
"chaired","acdehir",100
"ranched","acdehnr",100
"chanted","acdehnt",100
"cathode","acdehot",100
"charred","acdehrr",100
"Schedar","acdehrs",100
"crashed","acdehrs",100
"charted","acdehrt",100
"chatted","acdehtt",100
"indicate","acdeiint",100
"Iceland","acdeiln",100
"citadel","acdeilt",100
"dialect","acdeilt",100
"diocesan","acdeinos",100
"distance","acdeinst",100
"cyanide","acdeiny",100
"sidecars","acdeirss",100
"acridest","acdeirst",100
"dictates","acdeistt",100
"arcked","acdekr",100
"racked","acdekr",100
"sacked","acdeks",100
"tacked","acdekt",100
"called","acdell",100
"calmed","acdelm",100
"candles","acdelns",100
"unlaced","acdelnu",100
"caroled","acdelor",100
"solaced","acdelos",100
"located","acdelot",100
"placed","acdelp",100
"cradles","acdelrs",100
"classed","acdelss",100
"castled","acdelst",100
"calved","acdelv",100
"clawed","acdelw",100
"Caedmon","acdemno",100
"Macedon","acdemno",100
"Mercado","acdemor",100
"caromed","acdemor",100
"comrade","acdemor",100
"camped","acdemp",100
"decamp","acdemp",100
"cannoned","acdennno",100
"ordnance","acdennor",100
"pranced","acdenpr",100
"underact","acdenrtu",100
"descants","acdensst",100
"redcoats","acdeorst",100
"caroused","acdeorsu",100
"educator","acdeortu",100
"coaxed","acdeox",100
"capped","acdepp",100
"redcaps","acdeprs",100
"scraped","acdeprs",100
"crusader","acderrsu",100
"Crusades","acderssu",100
"crusades","acderssu",100
"detracts","acderstt",100
"traduces","acderstu",100
"crazed","acderz",100
"Richard","acdhirr",100
"Chandon","acdhnno",100
"orchard","acdhorr",100
"sadistic","acdiisst",100
"acidity","acdiity",100
"Judaic","acdiju",100
"Lucinda","acdilnu",100
"cordial","acdilor",100
"Claudio","acdilou",100
"placid","acdilp",100
"acidly","acdily",100
"nomadic","acdimno",100
"sardonic","acdinors",100
"carotids","acdiorst",100
"dictator","acdiortt",100
"zodiac","acdioz",100
"distract","acdirstt",100
"viaduct","acdituv",100
"caldron","acdlnor",100
"dactyl","acdlty",100
"Coronado","acdnooor",100
"podcast","acdopst",100
"cowards","acdorsw",100
"custards","acdrsstu",100
"escapee","aceeeps",100
"recreate","aceeerrt",100
"evacuee","aceeeuv",100
"efface","aceeff",100
"Nescafe","aceefns",100
"elegiac","aceegil",100
"Carnegie","aceeginr",100
"agencies","aceegins",100
"enhance","aceehnn",100
"reaches","aceehrs",100
"cheater","aceehrt",100
"hectare","aceehrt",100
"teacher","aceehrt",100
"teaches","aceehst",100
"increase","aceeinrs",100
"Carlene","aceelnr",100
"cleaner","aceelnr",100
"cleanse","aceelns",100
"scalene","aceelns",100
"clearer","aceelrr",100
"cereals","aceelrs",100
"Electra","aceelrt",100
"treacle","aceelrt",100
"celesta","aceelst",100
"cleave","aceelv",100
"menaces","aceemns",100
"creamer","aceemrr",100
"racemes","aceemrs",100
"cremate","aceemrt",100
"penance","aceennp",100
"entrance","aceennrt",100
"canteens","aceennst",100
"Cayenne","aceenny",100
"cayenne","aceenny",100
"Terrance","aceenrrt",100
"recreant","aceenrrt",100
"reenacts","aceenrst",100
"escapes","aceepss",100
"caterers","aceerrst",100
"retraces","aceerrst",100
"terraces","aceerrst",100
"creature","aceerrtu",100
"caresses","aceersss",100
"surcease","aceerssu",100
"cassette","aceesstt",100
"affect","acefft",100
"chafes","acefhs",100
"facile","acefil",100
"finance","acefinn",100
"fancier","acefinr",100
"fancies","acefins",100
"Frances","acefnrs",100
"furnace","acefnru",100
"refract","acefrrt",100
"surface","acefrsu",100
"faucets","acefstu",100
"craggier","aceggirr",100
"changes","aceghns",100
"charger","aceghrr",100
"charges","aceghrs",100
"gaucher","aceghru",100
"angelic","acegiln",100
"glacier","acegilr",100
"grimace","acegimr",100
"canoeing","aceginno",100
"encasing","aceginns",100
"enacting","aceginnt",100
"coinages","aceginos",100
"creasing","aceginrs",100
"catering","aceginrt",100
"creating","aceginrt",100
"reacting","aceginrt",100
"caginess","aceginss",100
"cogitate","acegiott",100
"cigarets","acegirst",100
"congeal","aceglno",100
"glances","aceglns",100
"Colgate","aceglot",100
"legacy","acegly",100
"cognates","acegnost",100
